Process A,Process B,Annotation
merge_trimmed_PE,trim_galore_pe,D
merge_trimmed_PE,trimgalorePE,D
merge_trimmed_PE,cutadapt,D
merge_trimmed_PE,trimgaloreSE,SS
merge_trimmed_PE,fastp_trimming_SE,SS
merge_trimmed_PE,fastp_trimming_PE,D
merge_trimmed_PE,merge_trimmed_SE,D
merge_trimmed_PE,DRIMSeq,D
merge_trimmed_PE,edgeR,D
merge_trimmed_PE,rsem_norm,D
merge_trimmed_PE,feature_counts,D
merge_trimmed_PE,salmon_quant_se,D
merge_trimmed_PE,salmonSE,D
merge_trimmed_PE,salmon_quant_pe,D
merge_trimmed_PE,salmonPE,D
merge_trimmed_PE,salmon_index_extended,D
merge_trimmed_PE,counts_matrix,D
merge_trimmed_PE,samlon_quant,D
merge_trimmed_PE,featureCounts 2,D
merge_trimmed_PE,salmon_quant,D
merge_trimmed_PE,salmon_index,D
merge_trimmed_PE,featureCounts,D
merge_trimmed_PE,sortedbam_to_counts,D
merge_trimmed_PE,tximeta,D
merge_trimmed_PE,kallistoQuant,D
merge_trimmed_PE,bigwig,D
merge_trimmed_PE,fastqScreen,D
merge_trimmed_PE,multiqc 2,D
merge_trimmed_PE,fastqc 5,D
merge_trimmed_PE,fastqc 4,D
merge_trimmed_PE,multiqc 3,D
merge_trimmed_PE,fastqc,D
merge_trimmed_PE,run_multiqc,D
merge_trimmed_PE,MultiQC,D
merge_trimmed_PE,fastqctrimmed,D
merge_trimmed_PE,fastqc_trimmed,D
merge_trimmed_PE,trim_fasq_fastqc,D
merge_trimmed_PE,fastqc 3,D
merge_trimmed_PE,fastQCtrimmed 2,D
merge_trimmed_PE,fastqc 2,D
merge_trimmed_PE,fastqcrim,D
merge_trimmed_PE,fastqc 6,D
merge_trimmed_SE,run_star_pe,D
merge_trimmed_SE,generate_genome_star_index,D
merge_trimmed_SE,run_star_se,D
merge_trimmed_SE,pass1,D
merge_trimmed_SE,star_genome,D
merge_trimmed_SE,tastq_to_bam_HISAT,D
merge_trimmed_SE,samtools_bam,D
merge_trimmed_SE,hisat2,D
merge_trimmed_SE,sort_bams,D
merge_trimmed_SE,compare_reference_stringtie,D
merge_trimmed_SE,map,D
merge_trimmed_SE,bamindex,D
merge_trimmed_SE,startPE,D
merge_trimmed_SE,expressbam,D
merge_trimmed_SE,sortedbam_to_rmdup,D
merge_trimmed_SE,sortbam,D
merge_trimmed_SE,fetch_unique_stringtie,D
merge_trimmed_SE,starindex,D
merge_trimmed_SE,starSE,D
merge_trimmed_SE,sort_index_bams,D
merge_trimmed_SE,RNA_SeqC,D
merge_trimmed_SE,pass2,D
merge_trimmed_SE,Process B,D
merge_trimmed_SE,Annotation,D
merge_trimmed_SE,mark_dups,D
merge_trimmed_SE,samtools_flagstat,D
merge_trimmed_SE,picard_rna_seq,D
merge_trimmed_SE,sampleReads,D
merge_trimmed_SE,cutadapt 2,SS
merge_trimmed_SE,trim_galore_pe,D
merge_trimmed_SE,trimgalorePE,D
merge_trimmed_SE,cutadapt,D
merge_trimmed_SE,trimgaloreSE,SS
merge_trimmed_SE,fastp_trimming_SE,D
merge_trimmed_SE,fastp_trimming_PE,D
merge_trimmed_SE,merge_trimmed_PE,SS
merge_trimmed_SE,DRIMSeq,D
merge_trimmed_SE,edgeR,D
merge_trimmed_SE,rsem_norm,D
merge_trimmed_SE,feature_counts,D
merge_trimmed_SE,salmon_quant_se,D
merge_trimmed_SE,salmonSE,D
merge_trimmed_SE,salmon_quant_pe,D
merge_trimmed_SE,salmonPE,D
merge_trimmed_SE,salmon_index_extended,D
merge_trimmed_SE,counts_matrix,D
merge_trimmed_SE,samlon_quant,D
merge_trimmed_SE,featureCounts 2,D
merge_trimmed_SE,salmon_quant,D
merge_trimmed_SE,salmon_index,D
merge_trimmed_SE,featureCounts,D
merge_trimmed_SE,sortedbam_to_counts,D
merge_trimmed_SE,tximeta,D
merge_trimmed_SE,kallistoQuant,D
merge_trimmed_SE,bigwig,D
merge_trimmed_SE,fastqScreen,D
merge_trimmed_SE,multiqc 2,D
merge_trimmed_SE,fastqc 5,D
merge_trimmed_SE,fastqc 4,D
merge_trimmed_SE,multiqc 3,D
merge_trimmed_SE,fastqc,D
merge_trimmed_SE,run_multiqc,D
merge_trimmed_SE,MultiQC,D
merge_trimmed_SE,fastqctrimmed,D
merge_trimmed_SE,fastqc_trimmed,D
merge_trimmed_SE,trim_fasq_fastqc,D
merge_trimmed_SE,fastqc 3,D
merge_trimmed_SE,fastQCtrimmed 2,D
merge_trimmed_SE,fastqc 2,D
merge_trimmed_SE,fastqcrim,D
merge_trimmed_SE,fastqc 6,D
DRIMSeq,run_star_pe,D
DRIMSeq,generate_genome_star_index,D
DRIMSeq,run_star_se,D
DRIMSeq,pass1,D
DRIMSeq,star_genome,D
DRIMSeq,tastq_to_bam_HISAT,D
DRIMSeq,samtools_bam,D
DRIMSeq,hisat2,D
DRIMSeq,sort_bams,D
DRIMSeq,compare_reference_stringtie,D
DRIMSeq,map,D
DRIMSeq,bamindex,D
DRIMSeq,startPE,D
DRIMSeq,expressbam,D
DRIMSeq,sortedbam_to_rmdup,D
DRIMSeq,sortbam,D
DRIMSeq,fetch_unique_stringtie,D
DRIMSeq,starindex,D
DRIMSeq,starSE,D
DRIMSeq,sort_index_bams,D
DRIMSeq,RNA_SeqC,D
DRIMSeq,pass2,D
DRIMSeq,Process B,D
DRIMSeq,Annotation,D
DRIMSeq,mark_dups,D
DRIMSeq,samtools_flagstat,D
DRIMSeq,picard_rna_seq,D
DRIMSeq,sampleReads,D
DRIMSeq,cutadapt 2,D
DRIMSeq,trim_galore_pe,D
DRIMSeq,trimgalorePE,D
DRIMSeq,cutadapt,D
DRIMSeq,trimgaloreSE,D
DRIMSeq,fastp_trimming_SE,D
DRIMSeq,fastp_trimming_PE,D
DRIMSeq,merge_trimmed_PE,D
DRIMSeq,merge_trimmed_SE,D
DRIMSeq,edgeR,VS
DRIMSeq,rsem_norm,D
DRIMSeq,feature_counts,D
DRIMSeq,salmon_quant_se,D
DRIMSeq,salmonSE,D
DRIMSeq,salmon_quant_pe,D
DRIMSeq,salmonPE,D
DRIMSeq,salmon_index_extended,D
DRIMSeq,counts_matrix,D
DRIMSeq,samlon_quant,D
DRIMSeq,featureCounts 2,D
DRIMSeq,salmon_quant,D
DRIMSeq,salmon_index,D
DRIMSeq,featureCounts,D
DRIMSeq,sortedbam_to_counts,D
DRIMSeq,tximeta,D
DRIMSeq,kallistoQuant,D
DRIMSeq,bigwig,D
DRIMSeq,fastqScreen,D
DRIMSeq,multiqc 2,D
DRIMSeq,fastqc 5,D
DRIMSeq,fastqc 4,D
DRIMSeq,multiqc 3,D
DRIMSeq,fastqc,D
DRIMSeq,run_multiqc,D
DRIMSeq,MultiQC,D
DRIMSeq,fastqctrimmed,D
DRIMSeq,fastqc_trimmed,D
DRIMSeq,trim_fasq_fastqc,D
DRIMSeq,fastqc 3,D
DRIMSeq,fastQCtrimmed 2,D
DRIMSeq,fastqc 2,D
DRIMSeq,fastqcrim,D
DRIMSeq,fastqc 6,D
edgeR,run_star_pe,D
edgeR,generate_genome_star_index,D
edgeR,run_star_se,D
edgeR,pass1,D
edgeR,star_genome,D
edgeR,tastq_to_bam_HISAT,D
edgeR,samtools_bam,D
edgeR,hisat2,D
edgeR,sort_bams,D
edgeR,compare_reference_stringtie,D
edgeR,map,D
edgeR,bamindex,D
edgeR,startPE,D
edgeR,expressbam,D
edgeR,sortedbam_to_rmdup,D
edgeR,sortbam,D
edgeR,fetch_unique_stringtie,D
edgeR,starindex,D
edgeR,starSE,D
edgeR,sort_index_bams,D
edgeR,RNA_SeqC,D
edgeR,pass2,D
edgeR,Process B,D
edgeR,Annotation,D
edgeR,mark_dups,D
edgeR,samtools_flagstat,D
edgeR,picard_rna_seq,D
edgeR,sampleReads,D
edgeR,cutadapt 2,D
edgeR,trim_galore_pe,D
edgeR,trimgalorePE,D
edgeR,cutadapt,D
edgeR,trimgaloreSE,D
edgeR,fastp_trimming_SE,D
edgeR,fastp_trimming_PE,D
edgeR,merge_trimmed_PE,D
edgeR,merge_trimmed_SE,D
edgeR,DRIMSeq,VS
edgeR,rsem_norm,D
edgeR,feature_counts,D
edgeR,salmon_quant_se,D
edgeR,salmonSE,D
edgeR,salmon_quant_pe,D
edgeR,salmonPE,D
edgeR,salmon_index_extended,D
edgeR,counts_matrix,D
edgeR,samlon_quant,D
edgeR,featureCounts 2,D
edgeR,salmon_quant,D
edgeR,salmon_index,D
edgeR,featureCounts,D
edgeR,sortedbam_to_counts,D
edgeR,tximeta,D
edgeR,kallistoQuant,D
edgeR,bigwig,D
edgeR,fastqScreen,D
edgeR,multiqc 2,D
edgeR,fastqc 5,D
edgeR,fastqc 4,D
edgeR,multiqc 3,D
edgeR,fastqc,D
edgeR,run_multiqc,D
edgeR,MultiQC,D
edgeR,fastqctrimmed,D
edgeR,fastqc_trimmed,D
edgeR,trim_fasq_fastqc,D
edgeR,fastqc 3,D
edgeR,fastQCtrimmed 2,D
edgeR,fastqc 2,D
edgeR,fastqcrim,D
edgeR,fastqc 6,D
rsem_norm,run_star_pe,D
rsem_norm,generate_genome_star_index,D
rsem_norm,run_star_se,D
rsem_norm,pass1,D
rsem_norm,star_genome,D
rsem_norm,tastq_to_bam_HISAT,D
rsem_norm,samtools_bam,D
rsem_norm,hisat2,D
rsem_norm,sort_bams,D
rsem_norm,compare_reference_stringtie,D
rsem_norm,map,D
rsem_norm,bamindex,D
rsem_norm,startPE,D
rsem_norm,expressbam,D
rsem_norm,sortedbam_to_rmdup,D
rsem_norm,sortbam,D
rsem_norm,fetch_unique_stringtie,D
rsem_norm,starindex,D
rsem_norm,starSE,D
rsem_norm,sort_index_bams,D
rsem_norm,RNA_SeqC,D
rsem_norm,pass2,D
rsem_norm,Process B,D
rsem_norm,Annotation,D
rsem_norm,mark_dups,D
rsem_norm,samtools_flagstat,D
rsem_norm,picard_rna_seq,D
rsem_norm,sampleReads,D
rsem_norm,cutadapt 2,D
rsem_norm,trim_galore_pe,D
rsem_norm,trimgalorePE,D
rsem_norm,cutadapt,D
rsem_norm,trimgaloreSE,D
rsem_norm,fastp_trimming_SE,D
rsem_norm,fastp_trimming_PE,D
rsem_norm,merge_trimmed_PE,D
rsem_norm,merge_trimmed_SE,D
rsem_norm,DRIMSeq,D
rsem_norm,edgeR,D
rsem_norm,feature_counts,SS
rsem_norm,salmon_quant_se,D
rsem_norm,salmonSE,D
rsem_norm,salmon_quant_pe,D
rsem_norm,salmonPE,D
rsem_norm,salmon_index_extended,D
rsem_norm,counts_matrix,D
rsem_norm,samlon_quant,D
rsem_norm,featureCounts 2,SS
rsem_norm,salmon_quant,D
rsem_norm,salmon_index,D
rsem_norm,featureCounts,SS
rsem_norm,sortedbam_to_counts,SS
rsem_norm,tximeta,D
rsem_norm,kallistoQuant,D
rsem_norm,bigwig,D
rsem_norm,fastqScreen,D
rsem_norm,multiqc 2,D
rsem_norm,fastqc 5,D
rsem_norm,fastqc 4,D
rsem_norm,multiqc 3,D
rsem_norm,fastqc,D
rsem_norm,run_multiqc,D
rsem_norm,MultiQC,D
rsem_norm,fastqctrimmed,D
rsem_norm,fastqc_trimmed,D
rsem_norm,trim_fasq_fastqc,D
rsem_norm,fastqc 3,D
rsem_norm,fastQCtrimmed 2,D
rsem_norm,fastqc 2,D
rsem_norm,fastqcrim,D
rsem_norm,fastqc 6,D
feature_counts,run_star_pe,D
feature_counts,generate_genome_star_index,D
feature_counts,run_star_se,D
feature_counts,pass1,D
feature_counts,star_genome,D
feature_counts,tastq_to_bam_HISAT,D
feature_counts,samtools_bam,D
feature_counts,hisat2,D
feature_counts,sort_bams,D
feature_counts,compare_reference_stringtie,D
feature_counts,map,D
feature_counts,bamindex,D
feature_counts,startPE,D
feature_counts,expressbam,D
feature_counts,sortedbam_to_rmdup,D
feature_counts,sortbam,D
feature_counts,fetch_unique_stringtie,D
feature_counts,starindex,D
feature_counts,starSE,D
feature_counts,sort_index_bams,D
feature_counts,RNA_SeqC,D
feature_counts,pass2,D
feature_counts,Process B,D
feature_counts,Annotation,D
feature_counts,mark_dups,D
feature_counts,samtools_flagstat,D
feature_counts,picard_rna_seq,D
feature_counts,sampleReads,D
feature_counts,cutadapt 2,D
feature_counts,trim_galore_pe,D
feature_counts,trimgalorePE,D
feature_counts,cutadapt,D
feature_counts,trimgaloreSE,D
feature_counts,fastp_trimming_SE,D
feature_counts,fastp_trimming_PE,D
feature_counts,merge_trimmed_PE,D
feature_counts,merge_trimmed_SE,D
feature_counts,DRIMSeq,D
feature_counts,edgeR,D
feature_counts,rsem_norm,SS
feature_counts,salmon_quant_se,D
feature_counts,salmonSE,D
feature_counts,salmon_quant_pe,D
feature_counts,salmonPE,D
feature_counts,salmon_index_extended,D
feature_counts,counts_matrix,D
feature_counts,samlon_quant,D
feature_counts,featureCounts 2,SS
feature_counts,salmon_quant,D
feature_counts,salmon_index,D
feature_counts,featureCounts,SS
feature_counts,sortedbam_to_counts,SS
feature_counts,tximeta,D
feature_counts,kallistoQuant,D
feature_counts,bigwig,D
feature_counts,fastqScreen,D
feature_counts,multiqc 2,D
feature_counts,fastqc 5,D
feature_counts,fastqc 4,D
feature_counts,multiqc 3,D
feature_counts,fastqc,D
feature_counts,run_multiqc,D
feature_counts,MultiQC,D
feature_counts,fastqctrimmed,D
feature_counts,fastqc_trimmed,D
feature_counts,trim_fasq_fastqc,D
feature_counts,fastqc 3,D
feature_counts,fastQCtrimmed 2,D
feature_counts,fastqc 2,D
feature_counts,fastqcrim,D
feature_counts,fastqc 6,D
salmon_quant_se,run_star_pe,D
salmon_quant_se,generate_genome_star_index,D
salmon_quant_se,run_star_se,D
salmon_quant_se,pass1,D
salmon_quant_se,star_genome,D
salmon_quant_se,tastq_to_bam_HISAT,D
salmon_quant_se,samtools_bam,D
salmon_quant_se,hisat2,D
salmon_quant_se,sort_bams,D
salmon_quant_se,compare_reference_stringtie,D
salmon_quant_se,map,D
salmon_quant_se,bamindex,D
salmon_quant_se,startPE,D
salmon_quant_se,expressbam,D
salmon_quant_se,sortedbam_to_rmdup,D
salmon_quant_se,sortbam,D
salmon_quant_se,fetch_unique_stringtie,D
salmon_quant_se,starindex,D
salmon_quant_se,starSE,D
salmon_quant_se,sort_index_bams,D
salmon_quant_se,RNA_SeqC,D
salmon_quant_se,pass2,D
salmon_quant_se,Process B,D
salmon_quant_se,Annotation,D
salmon_quant_se,mark_dups,D
salmon_quant_se,samtools_flagstat,D
salmon_quant_se,picard_rna_seq,D
salmon_quant_se,sampleReads,D
salmon_quant_se,cutadapt 2,D
salmon_quant_se,trim_galore_pe,D
salmon_quant_se,trimgalorePE,D
salmon_quant_se,cutadapt,D
salmon_quant_se,trimgaloreSE,D
salmon_quant_se,fastp_trimming_SE,D
salmon_quant_se,fastp_trimming_PE,D
salmon_quant_se,merge_trimmed_PE,D
salmon_quant_se,merge_trimmed_SE,D
salmon_quant_se,DRIMSeq,D
salmon_quant_se,edgeR,D
salmon_quant_se,rsem_norm,D
salmon_quant_se,feature_counts,D
salmon_quant_se,salmonSE,S
salmon_quant_se,salmon_quant_pe,SS
salmon_quant_se,salmonPE,SS
salmon_quant_se,salmon_index_extended,D
salmon_quant_se,counts_matrix,D
salmon_quant_se,samlon_quant,S
salmon_quant_se,featureCounts 2,D
salmon_quant_se,salmon_quant,SS
salmon_quant_se,salmon_index,D
salmon_quant_se,featureCounts,D
salmon_quant_se,sortedbam_to_counts,D
salmon_quant_se,tximeta,D
salmon_quant_se,kallistoQuant,SS
salmon_quant_se,bigwig,D
salmon_quant_se,fastqScreen,D
salmon_quant_se,multiqc 2,D
salmon_quant_se,fastqc 5,D
salmon_quant_se,fastqc 4,D
salmon_quant_se,multiqc 3,D
salmon_quant_se,fastqc,D
salmon_quant_se,run_multiqc,D
salmon_quant_se,MultiQC,D
salmon_quant_se,fastqctrimmed,D
salmon_quant_se,fastqc_trimmed,D
salmon_quant_se,trim_fasq_fastqc,D
salmon_quant_se,fastqc 3,D
salmon_quant_se,fastQCtrimmed 2,D
salmon_quant_se,fastqc 2,D
salmon_quant_se,fastqcrim,D
salmon_quant_se,fastqc 6,D
salmonSE,run_star_pe,D
salmonSE,generate_genome_star_index,D
salmonSE,run_star_se,D
salmonSE,pass1,D
salmonSE,star_genome,D
salmonSE,tastq_to_bam_HISAT,D
salmonSE,samtools_bam,D
salmonSE,hisat2,D
salmonSE,sort_bams,D
salmonSE,compare_reference_stringtie,D
salmonSE,map,D
salmonSE,bamindex,D
salmonSE,startPE,D
salmonSE,expressbam,D
salmonSE,sortedbam_to_rmdup,D
salmonSE,sortbam,D
salmonSE,fetch_unique_stringtie,D
salmonSE,starindex,D
salmonSE,starSE,D
salmonSE,sort_index_bams,D
salmonSE,RNA_SeqC,D
salmonSE,pass2,D
salmonSE,Process B,D
salmonSE,Annotation,D
salmonSE,mark_dups,D
salmonSE,samtools_flagstat,D
salmonSE,picard_rna_seq,D
salmonSE,sampleReads,D
salmonSE,cutadapt 2,D
salmonSE,trim_galore_pe,D
salmonSE,trimgalorePE,D
salmonSE,cutadapt,D
salmonSE,trimgaloreSE,D
salmonSE,fastp_trimming_SE,D
salmonSE,fastp_trimming_PE,D
salmonSE,merge_trimmed_PE,D
salmonSE,merge_trimmed_SE,D
salmonSE,DRIMSeq,D
salmonSE,edgeR,D
salmonSE,rsem_norm,D
salmonSE,feature_counts,D
salmonSE,salmon_quant_se,S
salmonSE,salmon_quant_pe,SS
salmonSE,salmonPE,SS
salmonSE,salmon_index_extended,D
salmonSE,counts_matrix,D
salmonSE,samlon_quant,S
salmonSE,featureCounts 2,D
salmonSE,salmon_quant,SS
salmonSE,salmon_index,D
salmonSE,featureCounts,D
salmonSE,sortedbam_to_counts,D
salmonSE,tximeta,D
salmonSE,kallistoQuant,SS
salmonSE,bigwig,D
salmonSE,fastqScreen,D
salmonSE,multiqc 2,D
salmonSE,fastqc 5,D
salmonSE,fastqc 4,D
salmonSE,multiqc 3,D
salmonSE,fastqc,D
salmonSE,run_multiqc,D
salmonSE,MultiQC,D
salmonSE,fastqctrimmed,D
salmonSE,fastqc_trimmed,D
salmonSE,trim_fasq_fastqc,D
salmonSE,fastqc 3,D
salmonSE,fastQCtrimmed 2,D
salmonSE,fastqc 2,D
salmonSE,fastqcrim,D
salmonSE,fastqc 6,D
salmon_quant_pe,run_star_pe,D
salmon_quant_pe,generate_genome_star_index,D
salmon_quant_pe,run_star_se,D
salmon_quant_pe,pass1,D
salmon_quant_pe,star_genome,D
salmon_quant_pe,tastq_to_bam_HISAT,D
salmon_quant_pe,samtools_bam,D
salmon_quant_pe,hisat2,D
salmon_quant_pe,sort_bams,D
salmon_quant_pe,compare_reference_stringtie,D
salmon_quant_pe,map,D
salmon_quant_pe,bamindex,D
salmon_quant_pe,startPE,D
salmon_quant_pe,expressbam,D
salmon_quant_pe,sortedbam_to_rmdup,D
salmon_quant_pe,sortbam,D
salmon_quant_pe,fetch_unique_stringtie,D
salmon_quant_pe,starindex,D
salmon_quant_pe,starSE,D
salmon_quant_pe,sort_index_bams,D
salmon_quant_pe,RNA_SeqC,D
salmon_quant_pe,pass2,D
salmon_quant_pe,Process B,D
salmon_quant_pe,Annotation,D
salmon_quant_pe,mark_dups,D
salmon_quant_pe,samtools_flagstat,D
salmon_quant_pe,picard_rna_seq,D
salmon_quant_pe,sampleReads,D
salmon_quant_pe,cutadapt 2,D
salmon_quant_pe,trim_galore_pe,D
salmon_quant_pe,trimgalorePE,D
salmon_quant_pe,cutadapt,D
salmon_quant_pe,trimgaloreSE,D
salmon_quant_pe,fastp_trimming_SE,D
salmon_quant_pe,fastp_trimming_PE,D
salmon_quant_pe,merge_trimmed_PE,D
salmon_quant_pe,merge_trimmed_SE,D
salmon_quant_pe,DRIMSeq,D
salmon_quant_pe,edgeR,D
salmon_quant_pe,rsem_norm,D
salmon_quant_pe,feature_counts,D
salmon_quant_pe,salmon_quant_se,SS
salmon_quant_pe,salmonSE,SS
salmon_quant_pe,salmonPE,S
salmon_quant_pe,salmon_index_extended,D
salmon_quant_pe,counts_matrix,D
salmon_quant_pe,samlon_quant,SS
salmon_quant_pe,featureCounts 2,D
salmon_quant_pe,salmon_quant,S
salmon_quant_pe,salmon_index,D
salmon_quant_pe,featureCounts,D
salmon_quant_pe,sortedbam_to_counts,D
salmon_quant_pe,tximeta,D
salmon_quant_pe,kallistoQuant,SS
salmon_quant_pe,bigwig,D
salmon_quant_pe,fastqScreen,D
salmon_quant_pe,multiqc 2,D
salmon_quant_pe,fastqc 5,D
salmon_quant_pe,fastqc 4,D
salmon_quant_pe,multiqc 3,D
salmon_quant_pe,fastqc,D
salmon_quant_pe,run_multiqc,D
salmon_quant_pe,MultiQC,D
salmon_quant_pe,fastqctrimmed,D
salmon_quant_pe,fastqc_trimmed,D
salmon_quant_pe,trim_fasq_fastqc,D
salmon_quant_pe,fastqc 3,D
salmon_quant_pe,fastQCtrimmed 2,D
salmon_quant_pe,fastqc 2,D
salmon_quant_pe,fastqcrim,D
salmon_quant_pe,fastqc 6,D
salmonPE,run_star_pe,D
salmonPE,generate_genome_star_index,D
salmonPE,run_star_se,D
salmonPE,pass1,D
salmonPE,star_genome,D
salmonPE,tastq_to_bam_HISAT,D
salmonPE,samtools_bam,D
salmonPE,hisat2,D
salmonPE,sort_bams,D
salmonPE,compare_reference_stringtie,D
salmonPE,map,D
salmonPE,bamindex,D
salmonPE,startPE,D
salmonPE,expressbam,D
salmonPE,sortedbam_to_rmdup,D
salmonPE,sortbam,D
salmonPE,fetch_unique_stringtie,D
salmonPE,starindex,D
salmonPE,starSE,D
salmonPE,sort_index_bams,D
salmonPE,RNA_SeqC,D
salmonPE,pass2,D
salmonPE,Process B,D
salmonPE,Annotation,D
salmonPE,mark_dups,D
salmonPE,samtools_flagstat,D
salmonPE,picard_rna_seq,D
salmonPE,sampleReads,D
salmonPE,cutadapt 2,D
salmonPE,trim_galore_pe,D
salmonPE,trimgalorePE,D
salmonPE,cutadapt,D
salmonPE,trimgaloreSE,D
salmonPE,fastp_trimming_SE,D
salmonPE,fastp_trimming_PE,D
salmonPE,merge_trimmed_PE,D
salmonPE,merge_trimmed_SE,D
salmonPE,DRIMSeq,D
salmonPE,edgeR,D
salmonPE,rsem_norm,D
salmonPE,feature_counts,D
salmonPE,salmon_quant_se,SS
salmonPE,salmonSE,SS
salmonPE,salmon_quant_pe,S
salmonPE,salmon_index_extended,D
salmonPE,counts_matrix,D
salmonPE,samlon_quant,S
salmonPE,featureCounts 2,D
salmonPE,salmon_quant,S
salmonPE,salmon_index,D
salmonPE,featureCounts,D
salmonPE,sortedbam_to_counts,D
salmonPE,tximeta,D
salmonPE,kallistoQuant,SS
salmonPE,bigwig,D
salmonPE,fastqScreen,D
salmonPE,multiqc 2,D
salmonPE,fastqc 5,D
salmonPE,fastqc 4,D
salmonPE,multiqc 3,D
salmonPE,fastqc,D
salmonPE,run_multiqc,D
salmonPE,MultiQC,D
salmonPE,fastqctrimmed,D
salmonPE,fastqc_trimmed,D
salmonPE,trim_fasq_fastqc,D
salmonPE,fastqc 3,D
salmonPE,fastQCtrimmed 2,D
salmonPE,fastqc 2,D
salmonPE,fastqcrim,D
salmonPE,fastqc 6,D
salmon_index_extended,run_star_pe,D
salmon_index_extended,generate_genome_star_index,D
salmon_index_extended,run_star_se,D
salmon_index_extended,pass1,D
salmon_index_extended,star_genome,D
salmon_index_extended,tastq_to_bam_HISAT,D
salmon_index_extended,samtools_bam,D
salmon_index_extended,hisat2,D
salmon_index_extended,sort_bams,D
salmon_index_extended,compare_reference_stringtie,D
salmon_index_extended,map,D
salmon_index_extended,bamindex,D
salmon_index_extended,startPE,D
salmon_index_extended,expressbam,D
salmon_index_extended,sortedbam_to_rmdup,D
salmon_index_extended,sortbam,D
salmon_index_extended,fetch_unique_stringtie,D
salmon_index_extended,starindex,D
salmon_index_extended,starSE,D
salmon_index_extended,sort_index_bams,D
salmon_index_extended,RNA_SeqC,D
salmon_index_extended,pass2,D
salmon_index_extended,Process B,D
salmon_index_extended,Annotation,D
salmon_index_extended,mark_dups,D
salmon_index_extended,samtools_flagstat,D
salmon_index_extended,picard_rna_seq,D
salmon_index_extended,sampleReads,D
salmon_index_extended,cutadapt 2,D
salmon_index_extended,trim_galore_pe,D
salmon_index_extended,trimgalorePE,D
salmon_index_extended,cutadapt,D
salmon_index_extended,trimgaloreSE,D
salmon_index_extended,fastp_trimming_SE,D
salmon_index_extended,fastp_trimming_PE,D
salmon_index_extended,merge_trimmed_PE,D
salmon_index_extended,merge_trimmed_SE,D
salmon_index_extended,DRIMSeq,D
salmon_index_extended,edgeR,D
salmon_index_extended,rsem_norm,D
salmon_index_extended,feature_counts,D
salmon_index_extended,salmon_quant_se,D
salmon_index_extended,salmonSE,D
salmon_index_extended,salmon_quant_pe,D
salmon_index_extended,salmonPE,D
salmon_index_extended,counts_matrix,D
salmon_index_extended,samlon_quant,D
salmon_index_extended,featureCounts 2,D
salmon_index_extended,salmon_quant,D
salmon_index_extended,salmon_index,VS
salmon_index_extended,featureCounts,D
salmon_index_extended,sortedbam_to_counts,D
salmon_index_extended,tximeta,D
salmon_index_extended,kallistoQuant,D
salmon_index_extended,bigwig,D
salmon_index_extended,fastqScreen,D
salmon_index_extended,multiqc 2,D
salmon_index_extended,fastqc 5,D
salmon_index_extended,fastqc 4,D
salmon_index_extended,multiqc 3,D
salmon_index_extended,fastqc,D
salmon_index_extended,run_multiqc,D
salmon_index_extended,MultiQC,D
salmon_index_extended,fastqctrimmed,D
salmon_index_extended,fastqc_trimmed,D
salmon_index_extended,trim_fasq_fastqc,D
salmon_index_extended,fastqc 3,D
salmon_index_extended,fastQCtrimmed 2,D
salmon_index_extended,fastqc 2,D
salmon_index_extended,fastqcrim,D
salmon_index_extended,fastqc 6,D
counts_matrix,run_star_pe,D
counts_matrix,generate_genome_star_index,D
counts_matrix,run_star_se,D
counts_matrix,pass1,D
counts_matrix,star_genome,D
counts_matrix,tastq_to_bam_HISAT,D
counts_matrix,samtools_bam,D
counts_matrix,hisat2,D
counts_matrix,sort_bams,D
counts_matrix,compare_reference_stringtie,D
counts_matrix,map,D
counts_matrix,bamindex,D
counts_matrix,startPE,D
counts_matrix,expressbam,D
counts_matrix,sortedbam_to_rmdup,D
counts_matrix,sortbam,D
counts_matrix,fetch_unique_stringtie,D
counts_matrix,starindex,D
counts_matrix,starSE,D
counts_matrix,sort_index_bams,D
counts_matrix,RNA_SeqC,D
counts_matrix,pass2,D
counts_matrix,Process B,D
counts_matrix,Annotation,D
counts_matrix,mark_dups,D
counts_matrix,samtools_flagstat,D
counts_matrix,picard_rna_seq,D
counts_matrix,sampleReads,D
counts_matrix,cutadapt 2,D
counts_matrix,trim_galore_pe,D
counts_matrix,trimgalorePE,D
counts_matrix,cutadapt,D
counts_matrix,trimgaloreSE,D
counts_matrix,fastp_trimming_SE,D
counts_matrix,fastp_trimming_PE,D
counts_matrix,merge_trimmed_PE,D
counts_matrix,merge_trimmed_SE,D
counts_matrix,DRIMSeq,D
counts_matrix,edgeR,D
counts_matrix,rsem_norm,D
counts_matrix,feature_counts,D
counts_matrix,salmon_quant_se,D
counts_matrix,salmonSE,D
counts_matrix,salmon_quant_pe,D
counts_matrix,salmonPE,D
counts_matrix,salmon_index_extended,D
counts_matrix,samlon_quant,D
counts_matrix,featureCounts 2,SS
counts_matrix,salmon_quant,D
counts_matrix,salmon_index,D
counts_matrix,featureCounts,SS
counts_matrix,sortedbam_to_counts,D
counts_matrix,tximeta,D
counts_matrix,kallistoQuant,D
counts_matrix,bigwig,D
counts_matrix,fastqScreen,D
counts_matrix,multiqc 2,D
